Timestamp,Username,"Basic Information:
1.  Name of Student :",2. Gender of Student," 3.  Age Group of Student
",4. Name of Institute where you are Studying.,5. Please specify your residential area.,"Academic Performance: (Educational Information)
6. 10th percentage",7. 12th percentage Or Diploma Percent,8. Aggregate CGPA till current semester,9. Do you have any current backlog subjects?,10. Have You attended nursery school?,11. Specify the reason of choosing this College ,12. Which course of Engineering you are Pursuing Currently (Branch of Engineering),13. Specify the reason of choosing this course.,"Personal Background:
14. What is the status of   student’s  Mother Education(Mother is Educated or not if yes plz  specify in answer)",15. What is the Job Status of   student’s   Mother?,16. What is the status of   student’s  Father Education( Father Educated or not if yes plz  specify in answer),17. What is the Job Status of   student’s   Father ?,18. Who is student's Current Guardian?,19. What is Size of your family,20. What is your parental relationship Status,21. Rate the quality of family relationships (as 1 marks  for very  Happy and Healthy and 5 is the mark if you    think the relationship of family is  is poor,22. What is your family income?,"Study Habits and Resources:
23. Do you have internet access at home? (Yes/No)",24. What is your mode of transport?,25. How much Travel time is required for your daily commute from home(your staying place) and college.,26. Specify your approximate daily study time?,"Extracurricular Activities:
27. Does your institute provide any extracurricular courses?",28. Have you participated in any workshops or seminars?,29. Do you participate in any community service or volunteering activities? ,"30. Rate your communication skills (1 for excellent, 5 for poor)","31. Rate your leadership qualities (1 for excellent, 5 for poor)","32. Rate your teamwork skills (1 for excellent, 5 for poor)","Internships and Projects:
33. Have you completed any internships till today?",34. Whether these internship were paid or free?,35. Have you completed any Projects Successfully  till today?,"Peer Influence:
36. Rate the quality of your peer group (1 for very positive, 5 for very negative)","Time Management:
37. How well do you manage your time? (1 for excellent, 5 for poor)","Mental Health:
38. What is the status of your current health?(1 for very good 5 for Bad)","39. How often do you feel stressed? (1 for never, 5 for always)",40. Do you have any coping mechanisms for stress? ,"Additional Interests:
41. What are your hobbies and interests?","42. How often do you go out with friends? (1 for never, 5 for very frequently)?",43. Do You have any  romantic relationship ?,"Family Support and Motivation:
44. Does your family motivate you to attend any extra or syllabus-related classes? ",45. Are you attending any other paid classes? ,"Future Aspirations:
46. Are you placed? (Mention Name of Employer if Yes)",47. Are you interested in higher education?,"Substance Use:
48. Do you consume alcohol?",49. Do you Smoke?,50. Do You have any other Addictions?
2025/03/17 1:11:01 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ioit,URBAN,90,73,7.8,NO,YES,Course preference,comp,Family pressure,PG,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,3,8 Lakh to 15 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,Yes,4,4,3,No,FREE,Yes,3,2,2,5,No,gym,3,No,Yes,Yes,no,Yes,Yes,No,No
2025/03/17 1:29:27 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ioit ,URBAN,84,60,7.05,NO,YES,Course preference,Computer Engineering ,Your preference,Highschool,Housewife,High School,Business,Mother,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,Yes,4,4,5,Yes,FREE,Yes,4,4,4,3,Yes,"Playing badminton, listening music , walking ",4,No,No,Yes,No ,Yes,No,No,No
2025/03/17 1:29:45 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT Pune ,RURAL,78%,70%,8.5,NO,NO,Family pressure,Computer engineering ,Family pressure,School,Housewife,School,Farmer,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Any Other,30 min to 1 hour,15 to 30 min,No,No,No,5,5,5,No,No,No,4,4,2,4,No,Watching and playing cricket,2,No,Sometimes,No,No,No,No,No,No
2025/03/17 1:30:11 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS ioit ,URBAN,84.40%,82.50%,6,YES,YES,Course preference,CS ,Your preference,PG,Teacher,PG,Farmer,Father,Less or equal to 4,Living Apart,3,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,3,4,4,No,FREE,Yes,3,4,5,2,Yes,Cricket editing ,3,Yes,Yes,No,No,Yes,No,No,No
2025/03/17 1:41:42 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,LNCTS ,URBAN,67.2,69.8,7.45,NO,YES,Close to home,CSE cyber security ,Your preference,Highschool,Housewife,UG,Any Other,Father,Less or equal to 4,Living Apart,4,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 to 30 min,more than 4 hours,No,Yes,Yes,5,4,5,Yes,PAID,Yes,4,4,5,3,Yes,Theatre scripting,2,No,Sometimes,No,No,No,No,No,No
2025/03/17 1:50:02 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,URBAN,88,64,8,NO,YES,Course preference,AI,Your preference,Highschool,Housewife,UG,Any Other,Mother,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,No,Public Transport,15 to 30 min,more than 4 hours,YES,Yes,Yes,2,1,1,Yes,PAID,Yes,1,1,1,3,No,Money making ,5,No,Yes,No,No,No,No,No,No
2025/03/17 1:50:08 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,93,75,8.11,NO,YES,Course preference,Artificial intelligence and data science ,Your preference,PG,Teacher,UG,Industrial Job,Mother,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,3,1,2,3,Yes,drawing ,4,No,Yes,No,no,Yes,No,No,No
2025/03/17 1:50:29 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT,RURAL,93.6,86.44,7.23,YES,YES,Reputation of College,AIDS,Your preference,School,Housewife,School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Any Other,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,2,1,2,No,Not yet,Yes,2,5,3,3,No,Coding ,3,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 1:51:44 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Lakshmi narain college of technology and science ,URBAN,84.2,79,8.57,NO,NO,Reputation of College,Computer science specialization with cyber security ,Your preference,PG,Housewife,PG,Any Other,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,Yes,2,2,1,Yes,FREE,Yes,1,2,2,5,Yes,Cooking and dancing,4,Yes,Yes,No,No,No,No,No,No
2025/03/17 1:52:03 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS INSTITUTE OF INFORMATION TECHNOLOGY,URBAN,96.7,80,7,NO,YES,Course preference,Artificial intelligence and Data Science ,Your preference,PG,Housewife,PG,Business,Mother,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 min,30 min to 1 hour,YES,Yes,Yes,4,4,4,No,FREE,Yes,4,4,5,3,Yes,Basketball and watching F1,4,No,Yes,No,No,Yes,No,No,No
2025/03/17 1:55:25 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ioit ,URBAN,93,56,7,YES,NO,Reputation of College,Computer ,Your preference,UG,Housewife,PG,Any Other,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,No,Yes,Yes,3,2,3,No,FREE,Yes,3,3,4,4,No,Basketball ,3,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 1:56:20 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS Institute of Information Technology, Pune",URBAN,82%,86.50%,8,NO,YES,Reputation of College,Artificial intelligence and data science ,Your preference,PG,Teacher,PG,Any Other,Father,Less or equal to 4,Living together,4,8 Lakh to 15 Lakh,No,Private car/Bike,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,5,5,5,Yes,PAID,Yes,4,5,5,3,No,Listening music,5,No,Yes,Yes,Yes,Yes,No,No,No
2025/03/17 1:59:01 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ioit,URBAN,92.6,Diploma - 90,8.27(3rd sem) ,NO,NO,Reputation of College,AI &DS,Your preference,Highschool,Housewife,UG,Any Other,Father,Greater than 4,Living together,2,2.5 Lakh to 8 Lakh,No,Public Transport,1 hour - 4 hour,more than 4 hours,No,Yes,No,2,2,2,Yes,FREE,Yes,2,2,2,3,No,"Cooking, playing kabadi ",2,No,Sometimes,No,No,Yes,No,Yes,No
2025/03/17 2:00:36 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,RURAL,89.8,69.7,7.72,YES,YES,Course preference,Artificial Intelligence & Data Science,Your preference,PG,Teacher,UG,Farmer,Any other,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,more than 4 hours,YES,Yes,Yes,3,1,2,No,Na,Yes,4,4,3,4,Yes,Movies and video games,3,Yes,No,No,No,No,No,No,No
2025/03/17 2:00:44 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ioit,RURAL,93.4,88,8.6,NO,YES,Course preference,AIDS ,Your preference,UG,Housewife,PG,Any Other,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,3,3,3,Yes,FREE,Yes,3,3,3,3,No,Art fashion ,5,Yes,Yes,Yes,No,Yes,No,No,No
2025/03/17 2:02:22 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms ioit,URBAN,90,84,8.7,NO,YES,Reputation of College,AI&DS,Your preference,Highschool,Any other,UG,Teacher,Father,Less or equal to 4,Living Apart,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,4,3,2,No,,Yes,3,2,2,3,No,"Playing virtual games, badminton.",3,No,Yes,Yes,No,No,No,No,No
2025/03/17 2:04:33 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT PUNE ,RURAL,89.4,92.17,75,NO,NO,Course preference,Artificial intelligence and data science ,Your preference,PG,Teacher,PG,Teacher,Any other,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,1,No,"Web crawling, playing sports, reading books, trekking ",5,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 2:05:09 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS IOIT, Pune",URBAN,92.63,79.33,8.35,NO,NO,Course preference,B.Tect Computer Engineering,Any other,School,Housewife,School,Farmer,Any other,Less or equal to 4,Living Apart,5,Less than 2.5 Lakh,Yes,Public Transport,15 min,more than 4 hours,YES,Yes,No,4,5,5,No,Not applicable,Yes,5,2,4,3,No,"Playing Computer games, Reading books, Learning new Skills",5,No,No,Yes,No,Yes,No,No,No
2025/03/17 2:06:05 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,91%,82%,8.2,NO,YES,Reputation of College,Computer engineering,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,3,3,2,Yes,FREE,Yes,1,1,1,1,No,I love to play and watch cricket. ,5,No,Yes,No,No,No,No,No,No
2025/03/17 2:06:31 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS Institute of information Technology ,URBAN,70%,90%,8.11,NO,YES,Course preference,AI-DS,Your preference,UG,Housewife,PG,Teacher,Father,Less or equal to 4,Living Apart,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,No,2,2,1,No,FREE,No,2,3,2,3,No,"Dancing,singing,art,playing instruments,etc",2,No,Yes,No,No,Yes,No,No,No
2025/03/17 2:09:21 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT Pune,URBAN,88,83,6.93,NO,YES,Course preference,Artificial intelligence and Data science ,Your preference,PG,Housewife,PG,Any Other,Any other,Greater than 4,Living Apart,3,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,No,Yes,No,3,3,2,No,,Yes,4,3,4,4,No,Playing Table Tennis and listening podcast,2,No,Yes,No,No,Yes,No,No,No
2025/03/17 2:12:19 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,URBAN,86,84,7.5,NO,NO,Reputation of College,Computer science ,Your preference,Highschool,Housewife,High School,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,No,No,4,3,2,Yes,FREE,Yes,1,1,1,4,No,CRICKET 🏏,3,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 2:12:32 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,LNCTS ,URBAN,75%,76%,7.83,NO,NO,Reputation of College,Cse- Cyber security ,Any other,School,Housewife,PG,Any Other,Any other,Less or equal to 4,Living Apart,5,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,No,4,4,4,Yes,FREE,Yes,4,3,3,3,No,Cricket and music,5,No,Yes,No,No,No,No,No,No
2025/03/17 2:28:11 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT,URBAN,95.00%,81.82%,7.98/10,NO,YES,Course preference,Artificial Intelligence and Data Science,Your preference,School,Housewife,School,Business,Any other,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,15 to 30 min,YES,Yes,Yes,1,1,1,No,,No,1,3,1,3,Yes,"Learning new things everday, watching sunrise and sunset",3,Yes,Sometimes,No,No,Yes,No,No,No
2025/03/17 2:33:40 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOUT,URBAN,92,75,8.37,NO,YES,Family pressure,AI,Family pressure,UG,Any other,UG,Industrial Job,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,2,1,1,Yes,FREE,Yes,3,3,5,5,Yes,None,2,Yes,Yes,No,No,Yes,No,No,No
2025/03/17 2:39:34 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT,URBAN,92,67,8.9,YES,YES,Course preference,Artificial intelligence and Data science,Your preference,Highschool,Housewife,PG,Industrial Job,Mother,Less or equal to 4,Living together,4,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,4,4,4,No,,Yes,2,4,1,5,No,Cooking,4,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 2:40:15 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSM IOIT ,URBAN,85.4,81.67,6.62,NO,YES,Course preference,Artificial intelligence and data science ,Your preference,Highschool,Housewife,UG,Industrial Job,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,2,2,1,No,FREE,Yes,2,2,3,2,Yes,"Playing Volleyball, Hangout With Friends at Night ",5,No,No,Yes,No,Yes,No,No,No
2025/03/17 2:47:12 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS Institute of information technology ,URBAN,75,45,5.74,YES,YES,Reputation of College,Artificial intelligence and data science ,Your preference,Highschool,Housewife,PG,Industrial Job,Mother,Less or equal to 4,Living together,5,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,15 to 30 min,YES,No,No,3,2,1,No,,Yes,2,2,2,2,No,Workout at GYM,4,Yes,Yes,No,No,No,No,No,No
2025/03/17 2:47:22 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT,RURAL,91.8,79.5,8.47,NO,NO,Reputation of College,AI &DS ,Any other,School,Housewife,School,Farmer,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,2,3,2,No,,Yes,2,2,2,2,Yes,"Travelling with Family and friends, Solving Mathematical problems, Dancing",3,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 2:54:28 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Aissms institute of information technology, Pune ",RURAL,66.35,75,7,YES,YES,Reputation of College,AI&DS,Family pressure,UG,Housewife,UG,Any Other,Mother,Greater than 4,Living together,2,2.5 Lakh to 8 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,4,5,5,Yes,FREE,Yes,5,3,4,4,No,Travelling ,3,Yes,Yes,No,Web developer ,Yes,No,No,No
2025/03/17 4:13:08 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS Institute of Information Technology,RURAL,96,90.67,8.24,NO,YES,Course preference,Computer ,Your preference,PG,Teacher,UG,Any Other,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,Yes,2,2,3,Yes,FREE,Yes,3,3,2,3,No,Reading and cooking.,2,No,Yes,No,No,No,No,No,No
2025/03/17 5:29:55 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,87.80%,53.83%,7.24,NO,NO,Reputation of College,Computer Engineering,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,3,2,Yes,FREE,Yes,2,2,1,2,No,Cooking,2,No,Yes,No,No,Yes,No,No,No
2025/03/17 5:51:39 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS IOIT,  Pune ",URBAN,95.33,84,9.2,NO,YES,Course preference,Computer ,Your preference,PG,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,No,Yes,No,2,2,2,No,,Yes,3,2,2,2,Yes,Railfanning ,1,No,Sometimes,No,No,No,No,No,No
2025/03/17 6:44:43 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,89,86,8.5,NO,YES,Course preference,AI & DS,Your preference,PG,Business,PG,Any Other,Mother,Less or equal to 4,Living together,5,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,No,No,No,3,3,3,No,,Yes,4,3,2,2,No,Gym,3,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 6:53:19 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,RURAL,87,72,7.85,NO,YES,Reputation of College,AIDS,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,3,No,Cooking ,2,No,Yes,No,No,Yes,No,No,No
2025/03/17 6:59:40 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Lakshmi Narain college of Technology & Science,URBAN,89,65,7,NO,NO,Reputation of College,AiMl,Your preference,UG,Teacher,UG,Any Other,Any other,Less or equal to 4,Living together,2,Less than 2.5 Lakh,Yes,Any Other,15 min,30 min to 1 hour,YES,Yes,Yes,3,2,1,No,,No,3,3,3,3,No,Playing Chess,3,No,Sometimes,No,no,No,No,No,No
2025/03/17 7:04:23 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Lnct s bhopal,RURAL,88,88.8,8.9,NO,YES,Reputation of College,Aiml,Any other,School,Housewife,School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Private car/Bike,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,2,1,1,No,FREE,Yes,2,2,1,2,No,Music,2,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 8:05:04 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT Pune,URBAN,93.20%,87.63,7.3,YES,YES,Course preference,Artificial Intelligence and Data Science,Any other,UG,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,Yes,No,3,3,2,Yes,FREE,Yes,2,3,2,4,Yes,"Trying new places , organizing , cooking , watching shows and movies , making entertaining videos, etc.video",3,Yes,Yes,Yes,No,Yes,No,No,No
2025/03/17 8:53:59 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,RURAL,97.4,81.67,7.81,NO,YES,Course preference,AI&DS,Your preference,School,Housewife,High School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,No,2,2,2,Yes,FREE,Yes,2,3,2,3,Yes,Reading and playing cricket ,3,No,Yes,No,No,No,No,No,No
2025/03/17 10:40:18 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,All India shri shivaji memorial society ,URBAN,76,80,6.7,YES,YES,Course preference,Computer science ,Your preference,School,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living Apart,1,More than  15 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,1,1,1,No,,Yes,1,1,2,3,No,Gym,3,No,Yes,No,No,Yes,No,No,No
2025/03/17 10:48:24 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,LNCTS,URBAN,78.50%,72.40%,7.82,NO,NO,Reputation of College,Cse-cyber security,Your preference,UG,Housewife,UG,Business,Mother,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,No,No,1,1,1,No,NA,No,1,1,1,5,Yes,"Music, dance, eager to learn new things or gain knowledge. ",1,No,Yes,No,NA,No,No,No,No
2025/03/17 11:01:07 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,LNCTS,URBAN,79.50%,78%,7.9,NO,NO,Reputation of College,Cyber security,Your preference,UG,Housewife,UG,Any Other,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Any Other,15 min,1 hour - 4 hour,YES,No,Yes,2,1,1,No,,Yes,1,1,2,4,No,Reading ,2,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 11:01:43 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms ioit,RURAL,82,62,7,YES,YES,Course preference,Computer science ,Any other,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,2,1,1,Yes,Playing games,5,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 11:30:22 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS INSTITUTE OF INFORMATION TECHNOLOGY ,URBAN,88.7,79.5,8.75,NO,YES,Course preference,Artificial intelligence and data science ,Your preference,PG,Industrial Job,PG,Teacher,Father,Less or equal to 4,Living together,2,More than  15 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,1,1,No,NA,Yes,2,2,2,4,Yes,playing video games and learning new languages ,2,No,Yes,No,-,Yes,No,No,No
2025/03/18 9:52:18 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,80,78,7,YES,YES,Course preference,computer ,Your preference,Highschool,Housewife,School,Business,Father,Greater than 4,Living together,5,Less than 2.5 Lakh,No,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,4,3,Yes,FREE,Yes,2,4,3,3,Yes,football,3,Yes,Yes,Yes,no,Yes,No,No,No
2025/03/18 9:52:18 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,URBAN,92,84,7,NO,YES,Course preference,Computer ,Any other,UG,Housewife,PG,Teacher,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,No,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,No,No,1,1,1,No,FREE,No,1,3,1,2,Yes,Gym cricket ,3,Yes,Yes,No,No place,Yes,No,No,No
2025/03/18 10:25:19 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,All India Shri Shivaji Memorial Society's Institute of Information Technology ,URBAN,94,90.88,7.77,NO,YES,Course preference,Artificial Intelligence And Data Science ,Your preference,School,Housewife,School,Business,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,more than 4 hours,YES,Yes,No,3,3,5,Yes,FREE,Yes,1,2,3,3,No,"Reading, Gardening, Travelling",2,No,Yes,No,No,Yes,No,No,No
2025/03/18 3:06:34 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS IOIT, Pune",URBAN,85,79.8,7.5,NO,YES,Course preference,Artificial Intelligence and Data Science ,Your preference,Highschool,Housewife,PG,Business,Father,Less or equal to 4,Living Apart,3,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,No,Yes,Yes,3,2,3,No,,Yes,2,4,4,5,No,"Reading History, Cooking ",2,No,Yes,No,Not Placed,Yes,No,No,No
2025/03/18 3:07:24 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT,URBAN,83%,90%,9.2,NO,YES,Course preference,AI&DS,Your preference,Highschool,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,1,Yes,FREE,Yes,2,1,3,3,No,"Travelling, reading ",4,No,Yes,No,No ,Yes,No,No,No
2025/03/18 3:07:26 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,97,70,7.5,YES,YES,Course preference,AIDS,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,No,Yes,Yes,1,2,2,No,,No,2,3,2,4,No,Reading ,3,No,Yes,No,No,Yes,No,No,No
2025/03/18 3:07:57 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS Institute of Information Technology Pune ,RURAL,86.8,89.37,7.39,NO,YES,Reputation of College,Artificial Intelligence and Data Science ,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,3,No,"Travelling, cooking, listening music",4,Yes,Yes,No,Tech Mahindra ,No,No,No,No
2025/03/18 3:07:59 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS Institute of Information Technology,RURAL,85.5,81.5,7.5,NO,NO,Course preference,Artificial Intelligence and Data Science,Your preference,PG,Industrial Job,High School,Any Other,Mother,Less or equal to 4,Living Apart,5,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,more than 4 hours,YES,Yes,No,4,4,4,Yes,PAID,Yes,5,4,3,5,Yes,"Video Games, Watching Anime",3,No,No,Yes,no,Yes,No,No,No
